'EXPERIMENT 5/25, data=('3476', 1, 30, 0.0001, 32), file=conj_5' 
'EXPERIMENT 0/120, data=('2261', 0, 31, 1e-05, 32), file=damp_conj_0b' 
'EXPERIMENT 0/120, data=('2261', 0, 31, 1e-05, 32), file=damp_conj_0b' 
'EXPERIMENT 0/120, data=('2261', 0, 31, 1e-05, 32), file=damp_conj_0b' 
'EXPERIMENT 0/120, data=('2261', 0, 31, 1e-05, 32), file=damp_conj_0b' 
'EXPERIMENT 0/120, data=('2261', 0, 31, 1e-05, 32), file=damp_conj_0b' 
'EXPERIMENT 1/120, data=('2261', 0, 31, 0.0001, 32), file=damp_conj_0b' 
'EXPERIMENT 2/120, data=('2261', 0, 31, 0.001, 32), file=damp_conj_0b' 
'EXPERIMENT 3/120, data=('2261', 0, 31, 0.01, 32), file=damp_conj_0b' 
'EXPERIMENT 4/120, data=('2261', 1, 31, 1e-05, 32), file=damp_conj_0b' 
'EXPERIMENT 5/120, data=('2261', 1, 31, 0.0001, 32), file=damp_conj_0b' 
'EXPERIMENT 6/120, data=('2261', 1, 31, 0.001, 32), file=damp_conj_0b' 
'EXPERIMENT 7/120, data=('2261', 1, 31, 0.01, 32), file=damp_conj_0b' 
'EXPERIMENT 8/120, data=('2261', 2, 31, 1e-05, 32), file=damp_conj_0b' 
'EXPERIMENT 9/120, data=('2261', 2, 31, 0.0001, 32), file=damp_conj_0b' 
'EXPERIMENT 10/120, data=('2261', 2, 31, 0.001, 32), file=damp_conj_0b' 
'EXPERIMENT 11/120, data=('2261', 2, 31, 0.01, 32), file=damp_conj_0b' 
'EXPERIMENT 12/120, data=('2261', 3, 31, 1e-05, 32), file=damp_conj_0b' 
'EXPERIMENT 13/120, data=('2261', 3, 31, 0.0001, 32), file=damp_conj_0b' 
'EXPERIMENT 14/120, data=('2261', 3, 31, 0.001, 32), file=damp_conj_0b' 
'EXPERIMENT 0/120, data=('2261', 0, 31, 1e-05, 32), file=multiset_0' 
'EXPERIMENT 1/120, data=('2261', 0, 31, 0.0001, 32), file=multiset_0' 
'EXPERIMENT 2/120, data=('2261', 0, 31, 0.001, 32), file=multiset_0' 
'EXPERIMENT 3/120, data=('2261', 0, 31, 0.01, 32), file=multiset_0' 
'EXPERIMENT 0/120, data=('2261', 0, 31, 1e-05, 32), file=multiset_0' 
'EXPERIMENT 1/120, data=('2261', 0, 31, 0.0001, 32), file=multiset_0' 
'EXPERIMENT 2/120, data=('2261', 0, 31, 0.001, 32), file=multiset_0' 
'EXPERIMENT 3/120, data=('2261', 0, 31, 0.01, 32), file=multiset_0' 
'EXPERIMENT 4/120, data=('2261', 1, 31, 1e-05, 32), file=multiset_0' 
'EXPERIMENT 5/120, data=('2261', 1, 31, 0.0001, 32), file=multiset_0' 
'EXPERIMENT 6/120, data=('2261', 1, 31, 0.001, 32), file=multiset_0' 
'EXPERIMENT 7/120, data=('2261', 1, 31, 0.01, 32), file=multiset_0' 
'EXPERIMENT 8/120, data=('2261', 2, 31, 1e-05, 32), file=multiset_0' 
'EXPERIMENT 9/120, data=('2261', 2, 31, 0.0001, 32), file=multiset_0' 
'EXPERIMENT 10/120, data=('2261', 2, 31, 0.001, 32), file=multiset_0' 
'EXPERIMENT 11/120, data=('2261', 2, 31, 0.01, 32), file=multiset_0' 
'EXPERIMENT 12/120, data=('2261', 3, 31, 1e-05, 32), file=multiset_0' 
'EXPERIMENT 13/120, data=('2261', 3, 31, 0.0001, 32), file=multiset_0' 
'EXPERIMENT 14/120, data=('2261', 3, 31, 0.001, 32), file=multiset_0' 
'EXPERIMENT 15/120, data=('2261', 3, 31, 0.01, 32), file=multiset_0' 
'EXPERIMENT 16/120, data=('2261', 4, 31, 1e-05, 32), file=multiset_0' 
'EXPERIMENT 17/120, data=('2261', 4, 31, 0.0001, 32), file=multiset_0' 
'EXPERIMENT 18/120, data=('2261', 4, 31, 0.001, 32), file=multiset_0' 
'EXPERIMENT 19/120, data=('2261', 4, 31, 0.01, 32), file=multiset_0' 
'EXPERIMENT 20/120, data=('2261', 5, 31, 1e-05, 32), file=multiset_0' 
'EXPERIMENT 21/120, data=('2261', 5, 31, 0.0001, 32), file=multiset_0' 
'EXPERIMENT 21/99, data=('2261', 5, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 08:36:22.470635' 
'EXPERIMENT 22/99, data=('2261', 5, 31, 0.001, 32), file=multiset_0, date=2022-02-09 08:50:25.868694' 
'EXPERIMENT 0/120, data=('2261', 0, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 08:54:44.012195' 
'EXPERIMENT 1/120, data=('2261', 0, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 09:02:13.008278' 
'EXPERIMENT 2/120, data=('2261', 0, 31, 0.001, 32), file=multiset_0, date=2022-02-09 09:07:56.650819' 
'EXPERIMENT 3/120, data=('2261', 0, 31, 0.01, 32), file=multiset_0, date=2022-02-09 09:17:59.591548' 
'EXPERIMENT 4/120, data=('2261', 1, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 09:24:37.380630' 
'EXPERIMENT 5/120, data=('2261', 1, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 09:32:18.171440' 
'EXPERIMENT 6/120, data=('2261', 1, 31, 0.001, 32), file=multiset_0, date=2022-02-09 09:38:12.318208' 
'EXPERIMENT 7/120, data=('2261', 1, 31, 0.01, 32), file=multiset_0, date=2022-02-09 09:47:12.246758' 
'EXPERIMENT 8/120, data=('2261', 2, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 09:55:29.850938' 
'EXPERIMENT 9/120, data=('2261', 2, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 10:02:48.590838' 
'EXPERIMENT 10/120, data=('2261', 2, 31, 0.001, 32), file=multiset_0, date=2022-02-09 10:09:06.436283' 
'EXPERIMENT 11/120, data=('2261', 2, 31, 0.01, 32), file=multiset_0, date=2022-02-09 10:18:20.737719' 
'EXPERIMENT 12/120, data=('2261', 3, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 10:25:37.579195' 
'EXPERIMENT 13/120, data=('2261', 3, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 10:32:34.414902' 
'EXPERIMENT 14/120, data=('2261', 3, 31, 0.001, 32), file=multiset_0, date=2022-02-09 10:38:26.324367' 
'EXPERIMENT 15/120, data=('2261', 3, 31, 0.01, 32), file=multiset_0, date=2022-02-09 10:46:16.216074' 
'EXPERIMENT 16/120, data=('2261', 4, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 10:52:35.981004' 
'EXPERIMENT 17/120, data=('2261', 4, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 11:00:08.056675' 
'EXPERIMENT 18/120, data=('2261', 4, 31, 0.001, 32), file=multiset_0, date=2022-02-09 11:06:05.184220' 
'EXPERIMENT 19/120, data=('2261', 4, 31, 0.01, 32), file=multiset_0, date=2022-02-09 11:16:44.188339' 
'EXPERIMENT 20/120, data=('2261', 5, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 11:24:07.099174' 
'EXPERIMENT 21/120, data=('2261', 5, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 11:31:44.305545' 
'EXPERIMENT 22/120, data=('2261', 5, 31, 0.001, 32), file=multiset_0, date=2022-02-09 11:37:27.679044' 
'EXPERIMENT 23/120, data=('2261', 5, 31, 0.01, 32), file=multiset_0, date=2022-02-09 11:46:29.014191' 
'EXPERIMENT 24/120, data=('2261', 6, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 11:53:01.320484' 
'EXPERIMENT 25/120, data=('2261', 6, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 12:00:50.593326' 
'EXPERIMENT 26/120, data=('2261', 6, 31, 0.001, 32), file=multiset_0, date=2022-02-09 12:06:39.143137' 
'EXPERIMENT 27/120, data=('2261', 6, 31, 0.01, 32), file=multiset_0, date=2022-02-09 12:15:56.570327' 
'EXPERIMENT 28/120, data=('2261', 7, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 12:23:26.524850' 
'EXPERIMENT 0/150, data=('2261', 0, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 12:27:09.256986' 
'EXPERIMENT 0/150, data=('2261', 0, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 12:30:29.033663' 
'EXPERIMENT 0/150, data=('2261', 0, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 12:44:26.475986' 
'EXPERIMENT 0/150, data=('2261', 0, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 12:52:05.365598' 
'EXPERIMENT 0/150, data=('2261', 0, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 12:58:06.782385' 
'EXPERIMENT 0/150, data=('2261', 0, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 13:03:21.351290' 
'EXPERIMENT 1/150, data=('2261', 0, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 13:08:33.512268' 
'EXPERIMENT 2/150, data=('2261', 0, 31, 0.001, 32), file=multiset_0, date=2022-02-09 13:11:55.872227' 
'EXPERIMENT 3/150, data=('2261', 0, 31, 0.01, 32), file=multiset_0, date=2022-02-09 13:17:25.534685' 
'EXPERIMENT 0/150, data=('2261', 0, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 13:19:16.332432' 
'EXPERIMENT 0/30, data=('2261', 0, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 13:25:33.955449' 
'EXPERIMENT 1/30, data=('2261', 1, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 13:36:11.420878' 
'EXPERIMENT 2/30, data=('2261', 2, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 13:47:24.992743' 
'EXPERIMENT 3/30, data=('2261', 3, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 13:58:24.391321' 
'EXPERIMENT 4/30, data=('2261', 4, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 14:09:45.369206' 
'EXPERIMENT 5/30, data=('2261', 5, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 14:21:11.554382' 
'EXPERIMENT 6/30, data=('2261', 6, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 14:32:35.579879' 
'EXPERIMENT 7/30, data=('2261', 7, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 14:44:14.373206' 
'EXPERIMENT 8/30, data=('2261', 8, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 14:55:36.461870' 
'EXPERIMENT 9/30, data=('2261', 9, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 15:07:14.692131' 
'EXPERIMENT 10/30, data=('2997', 0, 54, 0.0001, 32), file=multiset_0, date=2022-02-09 15:19:10.457155' 
'EXPERIMENT 11/30, data=('2997', 1, 54, 0.0001, 32), file=multiset_0, date=2022-02-09 15:26:41.983934' 
'EXPERIMENT 12/30, data=('2997', 2, 54, 0.0001, 32), file=multiset_0, date=2022-02-09 15:34:35.879582' 
'EXPERIMENT 13/30, data=('2997', 3, 54, 0.0001, 32), file=multiset_0, date=2022-02-09 15:43:19.012309' 
'EXPERIMENT 14/30, data=('2997', 4, 54, 0.0001, 32), file=multiset_0, date=2022-02-09 15:51:34.602035' 
'EXPERIMENT 15/30, data=('2997', 5, 54, 0.0001, 32), file=multiset_0, date=2022-02-09 15:59:36.268523' 
'EXPERIMENT 16/30, data=('2997', 6, 54, 0.0001, 32), file=multiset_0, date=2022-02-09 16:07:31.567105' 
'EXPERIMENT 17/30, data=('2997', 7, 54, 0.0001, 32), file=multiset_0, date=2022-02-09 16:14:20.899880' 
'EXPERIMENT 0/30, data=('2261', 0, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 16:17:38.724994' 
'EXPERIMENT 0/150, data=('2261', 0, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 16:22:36.117146' 
'EXPERIMENT 1/150, data=('2261', 0, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 16:32:31.728542' 
'EXPERIMENT 2/150, data=('2261', 0, 31, 0.001, 32), file=multiset_0, date=2022-02-09 16:40:11.399423' 
'EXPERIMENT 3/150, data=('2261', 0, 31, 0.01, 32), file=multiset_0, date=2022-02-09 16:52:42.905696' 
'EXPERIMENT 4/150, data=('2261', 0, 31, 0.1, 32), file=multiset_0, date=2022-02-09 17:03:39.724769' 
'EXPERIMENT 5/150, data=('2261', 1, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 17:11:56.313826' 
'EXPERIMENT 6/150, data=('2261', 1, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 17:21:12.408146' 
'EXPERIMENT 0/150, data=('2261', 0, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 17:26:49.792195' 
'EXPERIMENT 0/150, data=('2261', 0, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 17:27:10.753528' 
'EXPERIMENT 0/150, data=('2261', 0, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 17:27:24.864058' 
'EXPERIMENT 1/150, data=('2261', 0, 31, 0.0001, 32), file=multiset_0, date=2022-02-09 17:43:00.019331' 
'EXPERIMENT 2/150, data=('2261', 0, 31, 0.001, 32), file=multiset_0, date=2022-02-09 17:56:32.062077' 
'EXPERIMENT 3/150, data=('2261', 0, 31, 0.01, 32), file=multiset_0, date=2022-02-09 18:20:14.557280' 
'EXPERIMENT 0/150, data=('2261', 0, 31, 1e-05, 32), file=multiset_0, date=2022-02-09 18:29:42.352297' 
'EXPERIMENT 0/200, data=('3386', 0, 33, 1e-05, 32), file=multiset_0, date=2022-02-09 18:30:41.711962' 
'EXPERIMENT 1/200, data=('3386', 0, 33, 0.0001, 32), file=multiset_0, date=2022-02-09 19:14:08.615926' 
'EXPERIMENT 2/200, data=('3386', 0, 33, 0.001, 32), file=multiset_0, date=2022-02-09 19:40:45.786568' 
'EXPERIMENT 3/200, data=('3386', 0, 33, 0.01, 32), file=multiset_0, date=2022-02-09 20:09:37.171837' 
'EXPERIMENT 4/200, data=('3386', 0, 33, 0.1, 32), file=multiset_0, date=2022-02-09 20:35:23.474023' 
'EXPERIMENT 5/200, data=('3386', 1, 33, 1e-05, 32), file=multiset_0, date=2022-02-09 20:55:43.643222' 
'EXPERIMENT 6/200, data=('3386', 1, 33, 0.0001, 32), file=multiset_0, date=2022-02-09 21:36:35.309772' 
'EXPERIMENT 7/200, data=('3386', 1, 33, 0.001, 32), file=multiset_0, date=2022-02-09 22:05:45.092163' 
'EXPERIMENT 8/200, data=('3386', 1, 33, 0.01, 32), file=multiset_0, date=2022-02-09 22:31:48.593250' 
'EXPERIMENT 9/200, data=('3386', 1, 33, 0.1, 32), file=multiset_0, date=2022-02-09 22:56:06.116406' 
'EXPERIMENT 10/200, data=('3386', 2, 33, 1e-05, 32), file=multiset_0, date=2022-02-09 23:16:33.240263' 
'EXPERIMENT 11/200, data=('3386', 2, 33, 0.0001, 32), file=multiset_0, date=2022-02-09 23:51:29.841130' 
'EXPERIMENT 12/200, data=('3386', 2, 33, 0.001, 32), file=multiset_0, date=2022-02-10 00:15:15.888232' 
'EXPERIMENT 13/200, data=('3386', 2, 33, 0.01, 32), file=multiset_0, date=2022-02-10 00:43:17.333759' 
'EXPERIMENT 14/200, data=('3386', 2, 33, 0.1, 32), file=multiset_0, date=2022-02-10 01:08:05.361684' 
'EXPERIMENT 15/200, data=('3386', 3, 33, 1e-05, 32), file=multiset_0, date=2022-02-10 01:29:22.678926' 
'EXPERIMENT 16/200, data=('3386', 3, 33, 0.0001, 32), file=multiset_0, date=2022-02-10 02:12:54.939140' 
'EXPERIMENT 17/200, data=('3386', 3, 33, 0.001, 32), file=multiset_0, date=2022-02-10 02:37:10.999943' 
'EXPERIMENT 18/200, data=('3386', 3, 33, 0.01, 32), file=multiset_0, date=2022-02-10 03:05:52.669731' 
'EXPERIMENT 19/200, data=('3386', 3, 33, 0.1, 32), file=multiset_0, date=2022-02-10 03:31:33.941350' 
'EXPERIMENT 20/200, data=('3386', 4, 33, 1e-05, 32), file=multiset_0, date=2022-02-10 03:51:11.589550' 
'EXPERIMENT 21/200, data=('3386', 4, 33, 0.0001, 32), file=multiset_0, date=2022-02-10 04:30:58.678459' 
'EXPERIMENT 22/200, data=('3386', 4, 33, 0.001, 32), file=multiset_0, date=2022-02-10 04:55:08.795606' 
'EXPERIMENT 23/200, data=('3386', 4, 33, 0.01, 32), file=multiset_0, date=2022-02-10 05:24:13.318375' 
'EXPERIMENT 24/200, data=('3386', 4, 33, 0.1, 32), file=multiset_0, date=2022-02-10 05:49:12.081510' 
'EXPERIMENT 25/200, data=('3386', 5, 33, 1e-05, 32), file=multiset_0, date=2022-02-10 06:09:20.806742' 
'EXPERIMENT 26/200, data=('3386', 5, 33, 0.0001, 32), file=multiset_0, date=2022-02-10 06:48:54.222689' 
'EXPERIMENT 27/200, data=('3386', 5, 33, 0.001, 32), file=multiset_0, date=2022-02-10 07:13:53.861052' 
'EXPERIMENT 28/200, data=('3386', 5, 33, 0.01, 32), file=multiset_0, date=2022-02-10 07:39:07.462663' 
'EXPERIMENT 29/200, data=('3386', 5, 33, 0.1, 32), file=multiset_0, date=2022-02-10 08:07:10.903822' 
'EXPERIMENT 30/200, data=('3386', 6, 33, 1e-05, 32), file=multiset_0, date=2022-02-10 08:28:09.223580' 
'EXPERIMENT 31/200, data=('3386', 6, 33, 0.0001, 32), file=multiset_0, date=2022-02-10 09:09:33.922411' 
'EXPERIMENT 32/200, data=('3386', 6, 33, 0.001, 32), file=multiset_0, date=2022-02-10 09:35:16.576288' 
'EXPERIMENT 32/318, data=('3386', 6, 33, 0.001, 32), file=multiset_0b, date=2022-02-10 09:42:55.818407' 
